actor_principal,id
Tony Danza,40836
Marlon Wayans,351819
Totò,58074
Massimo Troisi,56975
Totò,56068
Totò,66177
Alan Ladd,94641
William Powell,53834
Merle Oberon,44099
Monty Woolley,84085
Joan Bennett,177790
Rip Torn,143437
Jimi Hendrix,26028
Dave Gahan,26360
Elaine Stritch,140595
Martin Gore,22305
Robert Wuhl,63011
Lizzy Caplan,63160
Paul Reubens,20363
James Franco,83728
Victoria Aberdeen,55534
Joey Davidson,125464
Amy Adams,340666
Jaime King,149232
Zachary Gordon,237710
Michael Madsen,356486
Will Ferrell,274167
Tina Fey,266294
Yang Kuei-Mei,46914
Alison Sweeney,361751
Rachel Boston,360604
Jessica Lowndes,363479
Lacey Chabert,366018
Jack Black,140300
Masaki Maeda,16308
Shūichi Ikeda,16157
Kei Tomiyama,154738
Juri Ueno,45528
Lee Byung-hun,21442
Yui,62691
Jason Maza,281524
Satoshi Tsumabuki,72443
Maki Horikita,58550
Chen Bolin,95164
Frankie Chin,160297
Kaho,58551
Im Soo-jung,64882
Eri Fukatsu,61888
Jeon Do-yeon,142499
Lee Sun-kyun,63465
Mikako Tabe,100923
Nanako Matsushima,138853
Yoo Seung-Ho,45079
Teruyuki Kagawa,72505
Toma Ikuta,56232
Noriko Eguchi,67560
Irene Azuela,64228
Takeshi Kaneshiro,41198
Gabrielle Dennis,80618
Park Hae-il,114661
Diego Luna,32695
Eric Mun,38011
Im Soo-jung,116488
Ellen Hollman,314283
Patrick Muldoon,26381
Rena Tanaka,206155
Leehom Wang,49704
Reika Hashimoto,47331
Song Ji-hyo,159230
Ryoo Seung-bum,138665
Kim Ah-joong,171587
Haruka Ayase,189151
Sara Rue,169068
Son Ye-jin,92499
Hiroko Yakushimaru,232420
Fan Bingbing,212640
Elisabeth Harnois,311093
José Garcia,13739
Margaret Trigg,31127
Joseph Bologna,40800
Boris Karloff,70702
Ethan Embry,106222
Roger Miller,26537
Alejandro Awada,128070
Krisha Fairchild,323929
Edward G. Robinson,45166
Will Hay,60481
Marion Davies,229005
Stan Laurel,82036
Leslie Howard,43788
Cedric Hardwicke,43823
Devin McGinn,102051
Ivan Kolesnikov,364833
Zhou Dongyu,50542
Cem Yılmaz,24426
Red Buttons,40246
Tricia Helfer,141976
Chyler Leigh,239180
Jessica Schwarz,141476
Thomas Jane,344041
Zhang Ziyi,220488
Meagan Good,76354
Mýa,37715
Martha Higareda,70712
Christoforos Papakaliatis,350845
Rory Calhoun,43020
Kris Aquino,127642
Alessandro Siani,315319
Vittorio De Sica,61464
Vittorio De Sica,60116
Gabriella Pallotta,113936
Sophia Loren,166888
Emily VanCamp,60895
Ginger Rogers,217250
Zhengwu Cheng,91067
Rutger Hauer,66772
Josh Lucas,253258
Shane Beasley,326415
Tony Travis,89751
Pierre Clémenti,26550
Akshay Kumar,20360
Karrueche Tran,342927
Suwinit Panjamawat,68507
Michael Bryant,41032
Selton Mello,28997
Ana Paula Arósio,73976
Lázaro Ramos,37817
Leandra Leal,82745
Lourenço Mutarelli,85389
Áurea Baptista,73919
Ken Takakura,69846
Dragan Mićanović,55138
Osamu Mukai,372821
Hilarie Burton,145711
Barbara Niven,107257
Minnie Scarlet,267319
Junko Takeuchi,317442
Lisa Alvarado,98440
Jeff Allen,98438
Tim Conway,98439
Joe Boyd,79708
Esther LeBarre,114018
Ha Ji-won,16632
Song Il-gook,20969
Marianne Fortier,16147
Kim Chiu,214129
Toma Ikuta,140054
Toma Ikuta,129745
Kim Chiu,252981
Sylvia Chang,63064
Yuriko Yoshitaka,81560
Uhm Jung-hwa,41186
Erika Sawajiri,36185
Robert Stadlober,9375
Uhm Tae-woong,53514
Hiroki Narimiya,40119
Jang Hyuk,54225
Kanata Hongo,39493
Ryo Kase,99188
Keisuke Koide,52870
Marijn De Valck,201386
Jacques Vermeire,110713
Ashley Barnett,282879
Barbara Bach,40241
Lily James,58431
Tom Selleck,31078
Rahul Rai,58887
Casper Van Dien,172767
Leo Gorcey,89145
Alexander Mendeluk,249260
Madeleine Carroll,151911
Rudolph Valentino,95134
Richard Barthelmess,99729
Bela Lugosi,181426
Julie Andrews,44459
Emilia Schüle,153717
Kathleen Turner,289673
Vernon Wells,337208
Ken Maynard,182035
Dana Andrews,102288
Sally Forrest,121197
Anna Friel,211354
Theresa Russell,49172
John Schneider,83880
Jack Thompson,38920
Rod Taylor,26199
Ivor Novello,175822
Veerle Dobbelaere,21167
Charlotte Vanden Eynde,66068
Isaka Sawadogo,84479
Els Dottermans,20226
Cem Akkanat,132561
Koen De Bouw,44751
Emmanuelle Devos,68360
Eline Kuppens,12135
Joe Mantegna,76202
Veerle Baetens,61935
Cécile de France,17486
Marie Vinck,69740
Jelte Blommaert,123005
Pete Postlethwaite,47587
Ella-June Henrard,42748
Stef Aerts,60775
Filip Peeters,22034
Sara De Roo,150041
Jan Decleir,66066
Evelien Bosmans,80469
Peter van den Begin,56950
Koen De Bouw,20388
Tom Van Landuyt,24524
Anna Franziska Jäger,53103
Veerle Baetens,80153
David Geclowicz,210320
Marie Vinck,209414
Ilya Van Malderghem,10509
Jan Decleir,52738
Wim Helsen,22454
Gabriela Carrizo,141145
Nihat Alptuğ Altınkaya,73628
Senne Rouffaer,86482
Peter van den Begin,164366
Ab Abspoel,94630
Joren Seldeslachts,218238
Laurien van den Broeck,75578
Jan Decleir,52260
Stany Crets,36712
Ruud De Ridder,182545
Kathleen Aerts,35639
Vic Moeremans,63044
Gregory Peck,74436
Michel Simon,54832
Frederick Stafford,111480
Louis de Funès,44478
Sam Kantor,215908
Giorgio Bassani,122619
Robert C. Sabin,27548
Maggie Huculak,211220
Checco Zalone,374416
John Mills,65777
John Mills,39288
Gary Merrill,4459
Donald Sinden,80082
Roger Moore,152393
Will Hay,110457
Bella Thorne,84105
China Anne McClain,286987
Neslihan Atagül,129119
Courtney Ford,328480
Miray Akay,284250
Lindsay Pulsipher,82655
Dermot Mulroney,159109
Ethan Embry,354216
Natalie Portman,174751
Will Ferrell,57718
Dennis R.D. Mascarenas,132873
Shah Rukh Khan,370665
Kate Mara,331190
Marquim do Tropa,256959
Shirley Henderson,127363
Denise Crosby,28859
Guillermo García,168379
Natalie Dormer,329440
Hrithik Roshan,41518
Özcan Deniz,141901
Lee Min-jung,94555
Frank Sutton,46494
Kent Smith,50669
Sonya Wilde,242354
Max von Sydow,39436
Asia Argento,127894
Abhishek Bachchan,37460
Amitabh Bachchan,26379
Adrienne Bailon,27621
Akshay Kumar,102632
Fawad Afzal Khan,291157
Hrithik Roshan,283589
Doug McClure,30117
Edward Albert,86068
Olivia Holt,138038
Danielle Darrieux,43856
Kensho Ono,118026
Yang Yinqiu,105991
Yumi Adachi,77194
Pablo Derqui,77855
Minako Kotobuki,204755
Ioan Gruffudd,16075
Ryuji Aigase,74842
Nuno Lopes,122198
Ivo Canelas,173928
Etsuko Ichihara,24154
Houko Kuwashima,59297
Ryosuke Yamada,349176
Scott Adkins,325173
Douglas Fairbanks Jr.,118236
Christiane Krüger,124122
Michael York,49719
David Warner,198667
Anton Diffring,197053
Julie Harris,83119
John Mills,16912
Guy Rolfe,225834
Olivia Pascal,74884
Alain Delon,60181
Richard Burton,143355
Luisa Bartolomei,29982
Phil Austin,215408
Scott Eastwood,362703
Eriya Ndayambaje,57393
Billy Chong Chun Lai,67339
Miley Cyrus,253353
Bruce Campbell,32643
Luke Goss,342502
Talisa Soto,55949
Jock Gaynor,222932
Edward Farhat,103851
Leonardo Pieraccioni,243442
Vincent Macaigne,196398
Samantha Eggar,5953
Claudette Colbert,61046
Vivien Leigh,193321
Harley Sylvester,288463
Nick Nevern,115547
Rupert Grint,272548
Sylvia Hoeks,140229
Miriam Japp,245697
Erkan Duygu,61662
Fabrice Luchini,13713
Kad Merad,38883
Nikolai Cherkasov,84782
Horst Tappert,135307
Cara Gee,212753
Kirk Douglas,104041
Phillips Holmes,86232
Jason Barker,139712
Tamer Hosny,150054
Janis Joplin,321974
Joëlle Coeur,80970
Mark Webber,137333
Kiefer Sutherland,71445
David Morrissey,249926
Mick Øgendahl,72054
Mads Ousdal,86987
Nicolaj Kopernikus,89877
Deng Chao,270724
Kim Seon-yeong,286687
Elliott Gould,76764
David Hemmings,151687
Krishna Das,180813
Aliki Vougiouklaki,198890
Jeremy Irons,315880
Reina Triendl,340176
Thomas Jane,23382
Karen Gillan,85696
Gloria Swanson,53766
Alex Nicol,124527
Guy Rolfe,85611
Paul Massie,3025
Jürgen Höhne,76817
Carlos Alcantara,187442
Shinya Tsukamoto,85032
Matt Prokop,68184
Krzysztof Czeczot ,79997
Maaya Sakamoto,79516
Antoni Pawlicki,36620
Tomasz Borkowski,26314
Robert Więckiewicz,176535
Cezary Pazura,74921
Katarzyna Figura,153266
Witold Dębicki,78326
Zbigniew Rola,58553
Tomasz Kot,31855
Junko Takeuchi,16907
Robert Więckiewicz,209385
Maciej Kozłowski,36377
Ilona Ostrowska,38941
Judy Geeson,93862
Roger Moore,152388
Juan Diego Botto,85434
Clarence Muse,285011
Karina Pizarro,110372
Benoît Magimel,48431
Eddie Cantor,108246
Herb Jeffries,133255
Jiiva,63654
Nagarjuna Akkineni,71918
Sybil Jason,106495
Mabel Normand,54242
"Ira ""Buck"" Woods",190183
Sheila Guyse,165462
Bill Moseley,156981
Imanol Arias,284514
Peisi Chen,38057
Clifton Webb,113843
Mieko Takamine,218221
Lyndon Johnson,322400
Harry Baur,153444
André Heuzé,184819
Harry Baur,84248
Alain Delon,42690
Robert Hossein,115162
Jean-Claude Brialy,5067
Jean-Pierre Léaud,84035
Danielle Darrieux,76777
Gérard Philipe,76775
Jean Gabin,76772
Marianne Hold,147360
Dany Robin,4709
Brigitte Auber,68754
Michel Simon,43462
Gloria Jean,46184
Robert Benchley,116712
Pierre Fresnay,64418
Louis Jouvet,92254
Harry Baur,169479
Jean Gabin,105549
Dita Parlo,47612
Robert Lynen,92413
Tramel,214600
Rolf Lassgård,348678
Vince Edwards,238985
Johnny Weissmuller,55873
Mary Mendum,67018
Lou Diamond Phillips,24041
Deepak Chopra,134409
Michael A. Miranda,173080
Anat Topol,46695
Delia Sheppard,84951
Brett Cullen,79500
John Allen Nelson,47360
Rick Hill,47363
Corey Feldman,28920
Pierre Mondy,56589
Ellen Burstyn,326094
Kevin Hart,323675
Greta Gerwig,312669
Kenan İmirzalıoğlu,53301
Marcello Mastroianni,47367
Silvio Berlusconi,59264
Susanne Sachße,27069
Melvin Chen,27748
Keith David,211845
John Huston,136716
Natalie Wood,204269
Minnie Driver,158431
Werner Boote,53290
Gordon Scott,187633
Giuliano Gemma,95838
Shota Sometani,274817
Ray Danton,3692
Giuliano Gemma,73477
Giuliano Gemma,112570
Jovane Nunes,56083
Pierre Brice,43036
Larry Cohen,67083
Thérèse Liotard,63318
Artur Smolyaninov,85729
Taron Egerton,319888
Akshay Kumar,375290
Ivan Rassimov,145373
Craig Hill,145379
Anthony Steffen,74197
Giacomo Rossi-Stuart,149691
George Eastman,150708
John Wesley Shipp,222619
Michael Pataki,26703
Ricardo Darín,64462
Ricardo Darín,65795
Inés Efron,161024
Fernando Tejero,109690
Leticia Dolera,222030
Keanu Reeves,331962
Oh Mi-hee,27428
Jai Koutrae,301729
Bill Paxton,224885
Kokoro Kikuchi,165718
Andor Lukáts,83617
Magda Konopka,29351
Mauricio Dayub,127468
Ekin Cheng,44554
Jeremy Irvine,273899
Wang Baoqiang,345235
Soria Zeroual,336807
Michal Zebrowski,35021
Valeriy Garkalin,97666
Paul Freeman,220029
Prabhu Deva,157293
Gian Maria Volonté,187737
David Rudolf,156220
Val Kilmer,67198
Troian Bellisario,362057
Elon Musk,300792
Mao Inoue,40700
Chantavit Dhanasevi,50938
Liron Levo,117316
Radha Mitchell,352156
Jr NTR,38677
Ben Chaplin,139777
Fabrizio Rongione,281968
Anna Walton,224243
Lauren Cohan,321258
John Carradine,119586
Laurene Landon,48242
Gabrielle Anwar,29695
Amy Seimetz,87737
Ernesto Alterio,44563
Kian Lawley,346170
Duane Martin,72790
Goa Gil,145385
Lou Costello,111561
Rocky Braat,155556
Kelly Greyson,243794
Susanne Severeid,83001
Mia Goth,329004
Janet Leigh,76851
Sandra Cano,235450
Eduardo Verástegui,58500
M. Night Shyamalan,114284
Kia Davis,116306
Henry Fonda,63505
Chaz Monet,96715
Trevor Noah,169721
John Derek,197785
Zac Efron,291870
Leslie Uggams,84728
Asbjørn Andersen,21266
Don Johnson,137533
Efrat Gosh,214105
Isabelle Carré,1998
Anna Ammirati,50124
Mariya Vinogradova,77294
Liz Solari,320302
Chris Pine,300673
Atsuko Tanaka,18874
Meredith Hagner,367536
Elliott Gould,42588
Heinz Rühmann,10626
Susana Klein,53074
B.B. King,136296
Dinos Iliopoulos,47717
Samira Maas,58396
Edwige Feuillère,63766
Richard Roundtree,83831
Gonzalo Heredia,41924
Joanna Pettet,210609
Sergio Rubini,253020
Dan Mor,360799
Ty Randolph,48180
José Garcia,35025
Dmitriy Stupka,169634
Konstantin Khabenskiy,39253
Garik Kharlamov,62738
Nathawan Woravit,40356
Andrew Vellenoweth,122052
Aaron Eckhart,334531
Fernando Fernán Gómez,116714
Ross Patterson,248268
Nate Parker,339408
Haley Bennett,174369
Alastair Sim,18174
James Mason,96828
Pedro Hestnes,46821
James Duval,12831
Akshay Kumar,22316
Sanjay Dutt,46430
Sharman Joshi,20916
Saif Ali Khan,142631
Kareena Kapoor,210068
Govinda,232795
Hrithik Roshan,39837
Sunny Deol,82575
Priyanshu Chatterjee,64880
Govinda,25801
John Bassberger,215797
Jill Eikenberry,205221
Will Bakke,135713
Vanessa Marcil,43735
Micaela Ramazzotti,332709
Michael Riley,18230
Priyanka Chopra,44566
Javed Sheikh,351072
Emilia Clarke,296096
Ju Ji-hoon,338803
Rich Evans,280617
Brad Jones,135097
Julianne Hough,348089
Todd McFarlane,250902
Naga Chaitanya Akkineni,63378
Rana Daggubati,55283
John Mills,17720
Marlon Brando,42526
Stéphane Audran,76200
Rachel Nichols,346651
Don Cheadle,316000
Michelle Yeoh,263341
Casey Affleck,146198
Brenton Thwaites,205584
Nilbio Torres,336808
Stephan James,323677
Mary Elizabeth Winstead,333371
Gerard Butler,267860
Ginnifer Goodwin,269149
Tina Fey,279641
Gael García Bernal,258363
Adam Greaves-Neal,318850
Terrence Jenkins,378200
Sacha Baron Cohen,267193
Natasha Henstridge,380565
Arthur Lowe,20051
Sid James,24569
Frankie Howerd,17276
Sid James,24571
Mandaugas Papinigis,60867
Sid James,19297
Christopher Abbott,312804
Sid James,19252
John Ireland,29114
Leïla Bekhti,56418
Arnaldo Baptista,62717
Maia Morgenstern,202140
Eduan van Jaarsveldt,200548
Victoria Almeida,206292
Marlee Matlin,24654
Grady Bankhead,51309
"Stanley ""Doe"" Hunt",169798
William Finley,98048
Antonio de la Torre,209251
Matthew Goode,73565
Julia Stiles,164443
Vincenzo Salemme,61314
Michael Jackson,92060
Michael Jackson,37793
Vinnie Jones,255278
Akashi Takei,36092
Josiane Balasko,78340
Robert Young,228647
Humphrey Bogart,87612
Sigurdur Hjartarson,125414
Zalman King,168228
Amo Bek-Nazaryan,184260
Amitabh Bachchan,97350
Josh Duhamel,373314
Jean-Louis Trintignant,37839
Maria de Medeiros,56943
Jeremy Irons,108476
Juliette Binoche,343043
Conchita Montes,102707
Anita Kravos,73791
Benoît Poelvoorde,342281
Sid James,24570
Trevor Noah,76282
Trevor Noah,44637
Amy Jo Johnson,86186
Anna Maria Barbera,84865
Ricarda Ramünke,82157
Rob Lowe,157447
Ben Kingsley,110395
Luca Zingaretti,43292
Noam Chomsky,211317
Daryl Hannah,100669
Collin Galyean,257450
Bobby Deol,165404
Lucky Ali,59372
Manisha Koirala,117142
Amitabh Bachchan,97437
Saif Ali Khan,83902
Shabana Azmi,134841
Ajay Devgn,78827
Bipasha Basu,20731
Rani Mukerji,20656
Sanjay Dutt,35907
Sid James,19293
Ethan Embry,341050
Steve Cochran,29212
David Tomlinson,56309
Laurence Harvey,127688
Jack Warner,93193
Rob Monkiewicz,128866
Claude Akins,161374
John Schneider,18044
Costas Mandylor,4289
Kate Fischer,28346
Les Tremayne,90030
Brooke Bloom,253282
Rajesh Khanna,60389
Gordon Pinsent,49991
Michael Paré,28509
Harry Hamlin,109174
Tara Reid,44548
Treat Williams,44184
Stephen Baldwin,69075
Luke Perry,29889
Chris Robinson,67320
Garret Dillahunt,86495
Mary Stuart Masterson,151062
William Gregory Lee,27674
Delroy Lindo,74942
Ving Rhames,31907
Lorenzo Lamas,71120
Akara Amarttayakul,57568
Mallika Sherawat,47655
Fritz Weaver,85512
DMX,27941
John Saxon,28686
Michael Wrann,44385
Steve Alaimo,96334
Kelsey Grammer,60825
Matthew Daddario,298584
Norma Talmadge,190269
Mary Ellis,237433
Lee Tergesen,63142
Paul Frees,89816
Louis de Funès,57144
Sandra Dee,68720
James Garner,105465
Douglas Rushkoff,67908
F. Murray Abraham,139820
Jimmy McNichol,67740
Raymond Thiry,82028
Juliet Berto,65707
Thure Lindhardt,100275
Chrissie Chau,73800
Donnie Yen,365222
Akshay Kumar,41188
Shun Oguri,118408
Yui Aragaki,60604
Lee Na-young,44850
Seigi Ozeki,67327
Paulina Gaitán,23529
Paul Dahlke,54769
Boris Quercia,20221
Diego Muñoz,114922
Christian Clavier,182219
Adriano Celentano,81666
Jean-Nicolas Verreault,290365
Curt Goetz,46258
Curt Goetz,225244
Jessica Hahn,82153
Joe Hursley,77585
João Pedro Zappa,248543
Ilaria Occhini,56992
Tom Bosley,36301
Kinuyo Tanaka,126219
Mike Mizanin,353609
Georgina Liossi,208431
Leticia Dolera,331354
Til Schweiger,9321
Oliver Tobias,183176
Roger Corman,216529
Mikako Tabe,59944
Tusshar Kapoor,363185
Jeff Cameron,150025
Mark Damon,74831
Néstor Zavarce,30909
Columba Domínguez,114354
Dario Yazbek Bernal,112631
Diana Bracho,234815
David Reynoso,240628
Manolo Fábregas,186066
Amparo Soler Leal,82265
Sofie Bredesen,43953
Sherlyn,128177
Melania Urbina,119616
Alexander Lou,197790
Rudolf Martin,185248
Bruce Boxleitner,20205
Graham Greene,203351
Adrian Paul,197624
William Katt,24198
Mitchell Davis,180935
Lara Jean Chorostecki,179398
Benedict Cumberbatch,237200
Ingrid Steeger,143983
Jack Haley,217172
Edward Arnold,100528
Sunny Deol,166225
Shahid Kapoor,41901
Ajay Devgn,101783
John Abraham,86576
Ajay Devgn,46428
Jessica Alba,257087
Mucsi Zoltán,217605
Katsuo Nakamura,104548
Janusz Gajos,74919
Fernando Esteso,139635
Stockard Channing,44528
Jennifer Tse,127329
Andy Weiss,85580
GiGi Erneta,9939
Carlo Verdone,379873
Mallika Sherawat,20534
Aishwarya Rai Bachchan,21665
Bipasha Basu,117341
Bobby Deol,115153
Salman Khan,72051
Sanjay Dutt,361866
Amitabh Bachchan,127531
Arjun Rampal,196852
Saif Ali Khan,135199
Bobby Deol,117099
Ajay Devgn,277229
Sanjay Dutt,232817
Salman Khan,66702
Sanjay Dutt,103212
Abhishek Bachchan,158780
Leandro Hassum,228184
Chris William Martin,153695
Lee Brilleaux,57296
David Bjergsø,23729
Elena Anaya,258749
Sam Neill,371645
Brooke Butler,347847
Ajay Devgn,20132
Akshay Kumar,97341
Tusshar Kapoor,22429
Anil Kapoor,20390
Sachin Khedekar,58725
Salman Khan,39217
Sanjay Dutt,83903
Urmila Matondkar,15978
Anil Kapoor,20296
Salman Khan,161212
Emraan Hashmi,49496
Tom Blair,220500
Amitabh Bachchan,31364
Emraan Hashmi,69346
Abhay Deol,21555
Sanjay Dutt,58302
Randeep Hooda,97361
Patrick Deval,243416
Delphine Seyrig,65719
Konkona Sen Sharma,20623
Laszlóné Horváth,48318
Törőcsik Mari,129820
Aleksei Ananishnov,45886
Scott Coffey,44351
Katariina Lauk,46857
Yekaterina Golubeva,88860
Maria Grazia Cucinotta,219693
Jane Birkin,64225
Margit Carstensen,47239
John Malkovich,201639
Caroline de Bendern,177564
Jonna Liljendahl,27598
Udo Kier,245324
Agnès Jaoui,78547
Jimmy Hibbert,73094
Rainer Egger,175380
Mikael Persbrandt,94807
Tadanobu Asano,71117
Lucia Bosé,4747
Tatyana Goryacheva,178907
Zoltán Latinovits,202662
Ulrich Thomsen,20907
Temessy Hédi,74903
Jitka Novákova,80080
Winnie Maughan,31450
Lane Hughes,27671
Aleksandr Anikeyenko,69022
Laurent Terzieff,64404
Cyndi Williams,69917
Cirilo Recio Dávila,84848
Katharina Schüttler,10749
Paul Valjean,62759
Aleksandr Cherednik,155052
Blixa Bargeld,92988
Elsie de Blauw,45204
Hannelore Elsner,10500
Etsushi Toyokawa,101965
Anne van de Ven,162877
Stella Schnabel,49446
Hilda Koronel,108949
Heinz Rühmann,11869
Justine Waddell,128714
Lavinia Wilson,8846
Bruce Bickford,69019
Riko Narumi,94790
Elske Rotteveel,101917
Denise Aron-Schropfer,80990
Simone Signoret,66541
Élodie Bouchez,152653
Rebecka Hemse,121740
Sandrine Bonnaire,33297
Philippe Torreton,76547
Bel García,83185
Tomoko Kaneda,40123
Katy Haywood,47510
Maria Kraakman,62297
Paul McGann,11445
Aya Sugimoto,41472
Shirô Sano,26368
Marie Kremer,145191
Kirron Kher,100086
Yuria Haga,35451
Egons Dombrovskis,123406
Miwako Ichikawa,79860
Jorge Román,7274
Vlatka Simac,225760
Vangelis Kazan,114645
Jun Kunimura,36895
Mairead McKinley,228216
Isabelle Menke,4979
Kyrian Friedenberg,44436
Shinji Takeda,103953
Isild Le Besco,64944
Avtandil Varazi,88302
Mieczyslaw Czepulonis,180695
Valeria Bruni Tedeschi,70794
Anne Coesens,1837
Richard Howell,89757
Julia Blackburn,35749
Svyatoslav Kossakovsky,189556
Natacha Régnier,89560
Philippe Avron,47900
Fan Bingbing,44673
Tadanobu Asano,76760
Olivier Tuinier,48449
Tammy Jean,382725
Ailish McCarthy,68876
Marina Ilyichyova,14489
Simon Carmiggelt,39241
Marcello Mastroianni,49125
Isabelle Huppert,171213
Jiří Sovák,46632
Pitou Nicolaes,112044
Fusako Urabe,39798
Elliott Gould,105254
Camille Varenne,107852
Jece Valadão,28525
Sonja Kolačarić,16403
Jacques Dutronc,79048
Hélène Fillières,106538
Kari Väänänen,361980
Fernando Eiras,163077
Lauri Kajo,143959
Pietro Sibille,65120
Harriet Andersson,140278
Coluche,64504
Jan Werich,61320
Jan Werich,61313
Zacharie Chasseriaud,78563
Hans Teeuwen,33130
Sylvie Testud,148853
Bruce Dern,206157
David Carradine,16159
Anne Helm,27496
Ray Milland,185495
Dennis Cole,123897
Edmilson Filho,214355
Grande Otelo,68173
Antonio Calloni,37993
Edna de Cássia,116146
Markku Halme,44589
Jakob Diehl,352720
Franco Franchi,316111
Vai Au-Harehoe,178687
Juliet Berto,51205
Kris Lemche,169865
Jack Benny,216068
Anthony Alviano,74727
Emraan Hashmi,38440
Sunny Deol,236007
Benz Antoine,20182
Kangana Ranaut,46432
Sunil Shetty,347807
Rahul Bose,59362
Ritesh Deshmukh,20494
Shahid Kapoor,20145
Bipasha Basu,20092
Mohit Ahlawat ,92193
William Bumiller,28389
Orsolya Tóth,73129
Lavinia Wilson,61552
Marlies Heuer,42346
Börje Ahlstedt,47723
Joep Truijen,21751
Robby Benson,118727
Sven Nykvist,150578
Kim Jansson,121754
João Roldan,242289
Ingrid Thulin,49782
Jan Ohlsson,11946
Doris Wells,96419
Paul Bedel,78282
Alena Vránová,41228
Laura Christensen,16010
Makena Diop,85087
Françoise Rosay,238436
Romain Bouquet,90034
Nathalie Baye,172973
Vladimir Gribkov,72214
Tamás Polgár,49908
Bonnie Bedelia,107019
Krystyna Stypułkowska,80324
Tim Roth,337104
Richard Greene,30345
Richard Conte,47149
Frank Lovejoy,49498
Gianmarco Tognazzi,190410
Tonino Guerra,47011
Kostja Ullmann,100017
Jérémie Renier,36296
Lyudmila Motornaya,252476
Lino Ventura,70967
Francis Huster,105033
Lino Ventura,71630
Laura Birn,145909
Daniel Bernhardt,90616
Robert Ginty,89921
Claudia Coli,77958
Akshay Kumar,20294
Ayesha Takia,36204
Shreyas Talpade,20454
Emraan Hashmi,59904
Emraan Hashmi,22448
Tusshar Kapoor,159434
Vinay Pathak,15411
Ruslaan Mumtaz,46409
Sharman Joshi,19418
Judith Godrèche,66537
Imran Khan,14467
Deepika Padukone,15864
Priyanka Chopra,19624
John Abraham,14071
Arshad Warsi,20832
Amitabh Bachchan,15974
Ajay Devgn,23848
Ajay Devgn,14546
Emraan Hashmi,25510
Saif Ali Khan,14193
Sudeep,15979
Himesh Reshammiya,55376
Anupam Kher,21822
Josef Abrhám,36919
Kanye West,106414
Rachel Griffiths,371462
Spike Jonze,123979
Dennis Hopper,126563
André Hazes,2890
Nina Shubina,199283
Antoine Monot Jr.,73775
Tom Berenger,65280
Zsolt Bogdán,6417
Marcelo Faria,43925
Graziella Moretto,8444
Sebastian Jessen,65771
Beppe Wolgers,13798
Tygo Gernandt,129518
Tadanobu Asano,95240
Eleonora Rossi Drago,88395
Elisa Donovan,69016
Nene Otsuka,83299
Hiromi Tsuru,182768
Peter Faber,96497
Dana Vávrová,10129
Sophie Cattani,40522
Jean Dujardin,52538
Mahesh Babu,80276
Mahesh Babu,83889
Mahesh Babu,23381
Mahesh Babu,56986
Mahesh Babu,37172
Mahesh Babu,94965
Mahesh Babu,85813
Mark Hamill,48315
Pawan Kalyan,73578
Pawan Kalyan,224061
Pawan Kalyan,111836
Allu Arjun,262227
Pawan Kalyan,138667
Pawan Kalyan,80539
Allu Arjun,125835
Sudeep,148265
Prabhas,79210
Ravi Teja,40909
Jr NTR,80805
Alexis Peterman,349135
Lanny Poffo,67988
Sara Brooks,227871
Brian Daniel Heffron,28188
Zinedine Soualem,196907
Franco Nero,104927
Kunal Khemu,19980
Kay Kay Menon,85708
Akshay Kumar,18673
Neel Rønholt,16008
Olga Yukina,20891
Monique van der Werff,112346
Jonas Chernick,199879
Renée Soutendijk,96594
Sergi López,52073
Renée Soutendijk,97547
Olivier Gourmet,76099
Samata Das,209312
Ajay Devgn,24603
Thiago da Silva Mariz,82409
Michaela Kuklová,82279
José Way,74661
Violante Placido,138449
Ebbie Tam,50730
Diane Kruger,67509
Vivek Oberoi,78701
Richard Harrison,8144
Craig Hill,141010
Paul Naschy,77257
Gillian Hills,28812
Catherine Zeta-Jones,332721
Jean Gabin,4680
Akira Kamiya,77859
Kwak Si-yang,256103
Salman Khan,44425
Akshay Kumar,44565
Ajay Devgn,44978
Ajay Devgn,34144
Vivek Oberoi,49028
Aditya Srivastava,115905
Stephen Markle,112947
Robin Mackay,88377
Isabella Ragonese,79836
Ray Milland,61540
Enrico Montesano,73835
Ashley Gallo,81521
Sendhil Ramamurthy,61203
Irrfan Khan,56901
Rani Mukerji,53569
Salman Khan,73582
Akshay Kumar,61400
Alok Kumar,215726
Aftab Shivdasani,158519
Shiney Ahuja,84240
Jean Lefebvre,78377
Elliott Tittensor,141679
Michael Tassoni,384894
Karel Roden,362243
Mariko Okada,105833
Fredy Kaindl,250919
Hatsuo Yamaya,31319
Nathan Cogan,60616
Costel Cascaval,123707
Jean-Yves Berteloot,227481
Yves Montand,105572
Pierre Bokma,135362
Aksel Hennie,18508
Tatyana Klyuyeva,20934
Alexandra Batrumova,89722
Lubor Tokoš,19759
Roman Wilhelmi,185354
Timothy Carey,41039
Thierry Lhermitte,64935
Antonie Kamerling,2764
John Cleese,17302
Petr Kostka,57983
Helen Nima,48489
Virginie Ledoyen,78539
Junko Miyashita,64649
Rifka Lodeizen,75179
Christina Lindberg,72615
Lou Brown II,71496
Renée Soutendijk,53472
Tim Ball,3048
Stan Laurel,50861
Michael Gross,16123
Farley Granger,197788
Simon Callow,14814
Clark Gable,37311
Sidney Poitier,193177
